CPU	 1	 0.116675	 0.0248889
CPU	 5	 0.1	 0.00928571
CPU	 3	 0.11665	 0.00328571
CPU	 7	 0.083325	 0.012
CPU	 9	 0.1	 0.00185714
IO	 8	 15.5667	 1.58554e-05
IO	 6	 15.65	 1.59644e-05
IO	 2	 15.8833	 1.61985e-05
IO	 4	 15.7667	 1.60824e-05
IO	 0	 16	 1.61974e-05
CPU	 1	 0.283325	 0.038
CPU	 3	 0.23335	 0.0282
CPU	 5	 0.233325	 0.029
CPU	 7	 0.25	 0.0326667
CPU	 9	 0.283325	 0.0316667
CPU	 11	 0.216675	 0.0246
CPU	 13	 0.266675	 0.0105
CPU	 15	 0.183325	 0.0186
CPU	 17	 0.233325	 0.0278
CPU	 19	 0.2	 0.0241429
CPU	 21	 0.2	 0.0374
CPU	 23	 0.216675	 0.01
CPU	 25	 0.183325	 0.0228333
CPU	 27	 0.216675	 0.0254
CPU	 29	 0.25	 0.0355
CPU	 31	 0.26665	 0.0365
CPU	 33	 0.216675	 0.0256
CPU	 35	 0.266675	 0.036
CPU	 37	 0.21665	 0.0267143
CPU	 39	 0.23335	 0.037
CPU	 41	 0.233325	 0.0284
CPU	 43	 0.266675	 0.035
CPU	 45	 0.2	 0.019
CPU	 47	 0.25	 0.0428
CPU	 49	 0.26665	 0.0338333
CPU	 51	 0.23335	 0.0276
CPU	 53	 0.183325	 0.0171667
CPU	 55	 0.266675	 0.0426667
CPU	 57	 0.233325	 0.0286
CPU	 59	 0.216675	 0.0272
CPU	 61	 0.15	 0.0185
CPU	 63	 0.23335	 0.0213333
CPU	 65	 0.26665	 0.036
CPU	 67	 0.25	 0.0291429
CPU	 69	 0.266675	 0.0498
CPU	 71	 0.25	 0.0201667
CPU	 73	 0.266675	 0.0353333
CPU	 75	 0.283325	 0.052
CPU	 77	 0.233325	 0.0306
CPU	 79	 0.216675	 0.0128571
CPU	 81	 0.25	 0.0345
CPU	 83	 0.216675	 0.027
CPU	 85	 0.216675	 0.0275
CPU	 87	 0.21665	 0.0225
CPU	 89	 0.266675	 0.0342
CPU	 91	 0.166675	 0.02
CPU	 93	 0.26665	 0.0368
CPU	 95	 0.233325	 0.028
CPU	 97	 0.25	 0.0325
CPU	 99	 0.23335	 0.0278
IO	 0	 303.267	 0.000248078
IO	 2	 302.983	 0.000248078
IO	 4	 302.75	 0.000247778
IO	 6	 302.517	 0.000247542
IO	 8	 302.267	 0.000247302
IO	 10	 301.983	 0.000247059
IO	 12	 301.767	 0.000246779
IO	 14	 301.5	 0.000246553
IO	 16	 301.317	 0.000246282
IO	 18	 301.083	 0.000246086
IO	 20	 300.883	 0.000245863
IO	 22	 300.683	 0.00024564
IO	 24	 300.45	 0.000245449
IO	 26	 300.267	 0.000245214
IO	 28	 300.05	 0.00024503
IO	 30	 299.8	 0.000244802
IO	 32	 299.533	 0.000244546
IO	 34	 299.317	 0.000244279
IO	 36	 299.067	 0.000244052
IO	 38	 298.85	 0.000243778
IO	 40	 298.617	 0.000243556
IO	 42	 298.383	 0.000243314
IO	 44	 298.117	 0.000243084
IO	 46	 297.917	 0.000242821
IO	 48	 297.667	 0.00024261
IO	 50	 297.4	 0.000242362
IO	 52	 297.167	 0.000242109
IO	 54	 296.983	 0.00024187
IO	 56	 296.717	 0.00024167
IO	 58	 296.483	 0.000241406
IO	 60	 296.25	 0.000241168
IO	 62	 296.1	 0.000240928
IO	 64	 295.867	 0.000240772
IO	 66	 295.6	 0.000240535
IO	 68	 295.35	 0.000240257
IO	 70	 295.083	 0.000240002
IO	 72	 294.833	 0.000239761
IO	 74	 294.567	 0.00023949
IO	 76	 294.283	 0.000239231
IO	 78	 294.033	 0.000238942
IO	 80	 293.8	 0.000238703
IO	 82	 293.55	 0.000238463
IO	 84	 293.333	 0.000238203
IO	 86	 293.117	 0.000237985
IO	 88	 292.9	 0.000237771
IO	 90	 292.633	 0.00023755
IO	 92	 292.467	 0.00023729
IO	 94	 292.2	 0.000237114
IO	 96	 291.95	 0.000236845
IO	 98	 291.7	 0.000236596
CPU	 1	 0.116675	 0.0163333
CPU	 3	 0.11665	 0.00433333
CPU	 5	 0.116675	 0.0084
CPU	 7	 0.1	 0.00866667
CPU	 9	 0.116675	 0.011
CPU	 11	 0.11665	 0.0052
CPU	 13	 0.116675	 0.017
CPU	 15	 0.116675	 0.0128
CPU	 17	 0.1	 0.0128333
CPU	 19	 0.11665	 0.0175
CPU	 21	 0.1	 0.0006
CPU	 23	 0.1	 0.0184
CPU	 25	 0.1	 0.00933333
CPU	 27	 0.116675	 0.0048
CPU	 29	 0.1	 0.0034
CPU	 31	 0.1	 0.00966667
CPU	 33	 0.1	 0.0032
CPU	 35	 0.08335	 0.0066
CPU	 37	 0.1	 0.0095
CPU	 39	 0.116675	 0.0086
CPU	 41	 0.116675	 0.0054
CPU	 43	 0.133325	 0.0115
CPU	 45	 0.1	 0.003
CPU	 47	 0.133325	 0.0042
CPU	 49	 0.116675	 0.01
CPU	 51	 0.116675	 0.022
CPU	 53	 0.11665	 0.0175
